Port,TCP/UDP,Probe,Open,Open/Reset,Open/Timeout,Closed/Reset,Timeout,Total
8000,TCP,FourOhFourRequest,2620000,2450000,4000000,122990000,223450000,355510000
49152,TCP,GetRequest,2610000,488170,4380000,7750000,108320000,123548170
5900,TCP,GetRequest,2550000,3420000,5240000,28260000,318910000,358380000
8000,TCP,GetRequest,2270000,1770000,3640000,27370000,206300000,241350000
2000,TCP,SSLSessionReq,2050000,3310000,2920000,16000000,214820000,239100000
8080,TCP,Socks4,2000000,2640000,11220000,67920000,122250000,206030000
2427,UDP,RPCCheck,1790000,0,0,140830000,0,142620000
81,TCP,FourOhFourRequest,1760000,752980,1970000,69420000,124870000,198772980
443,TCP,X11Probe,1730000,10690000,11400000,41740000,102810000,168370000
3306,TCP,SSLSessionReq,1710000,3760000,1580000,7110000,95620000,109780000
8443,TCP,SSLSessionReq,1710000,659770,1200000,10980000,143130000,157679770
10000,TCP,GetRequest,1640000,2570000,4230000,15220000,202010000,225670000
5000,TCP,GetRequest,1510000,1970000,4080000,15740000,213130000,236430000
6969,TCP,GetRequest,1430000,1180000,2900000,24580000,207220000,237310000
81,TCP,HTTPOptions,1280000,897410,1660000,7400000,103810000,115047410
199,TCP,Socks4,1250000,809900,1610000,59320000,119540000,182529900
9999,TCP,GetRequest,1190000,1910000,3810000,63280000,206140000,276330000
8008,TCP,FourOhFourRequest,1150000,690200,1680000,59360000,112280000,175160200
500,UDP,RPCCheck,1100000,0,0,133770000,0,134870000
199,TCP,GenericLines,1090000,750060,1270000,7460000,104470000,115040060
199,TCP,Socks5,1060000,1010000,1620000,56190000,103150000,163030000
2000,TCP,SSLv23SessionReq,1060000,2080000,1440000,7810000,107310000,119700000
2000,TCP,GetRequest,1030000,2050000,1600000,8110000,105500000,118290000
10000,TCP,HTTPOptions,995330,984120,2700000,67370000,121870000,193919450
8088,TCP,GetRequest,975060,1280000,1570000,49220000,111180000,164225060
10000,TCP,RTSPRequest,969290,1100000,2440000,69440000,121310000,195259290
8088,TCP,Socks5,967130,757290,1830000,66620000,121030000,191204420
444,TCP,SSLSessionReq,965410,1470000,2550000,49690000,203700000,258375410
5900,TCP,SSLSessionReq,952840,1980000,1960000,7750000,104890000,117532840
8000,TCP,Socks5,932200,1520000,2780000,67140000,123510000,195882200
1025,TCP,SMBProgNeg,927130,1100000,2060000,39510000,100810000,144407130
2000,TCP,NCP,904240,1380000,1540000,54760000,107390000,165974240
8888,TCP,HTTPOptions,899630,1410000,2130000,7840000,104010000,116289630
1967,UDP,DNSVersionBindReq,896360,0,0,125980000,0,126876360
139,TCP,SMBProgNeg,879220,143720,397320,3430000,100950000,105800260
5800,TCP,GetRequest,837000,2440000,2810000,15500000,211830000,233417000
8888,TCP,GetRequest,824640,1030000,1940000,50930000,107590000,162314640
9000,TCP,GetRequest,823890,1850000,2210000,56760000,117780000,179423890
10000,TCP,SSLSessionReq,813060,1800000,1980000,7890000,99750000,112233060
8443,TCP,GetRequest,805620,1330000,1850000,44410000,104990000,153385620
5353,UDP,DNS-SD,803250,0,0,133100000,0,133903250
8888,TCP,FourOhFourRequest,794920,785740,1990000,54400000,104190000,162160660
